description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
reroll Overlord's Helm	1			100					2	Overlords Helm,noe	rera,qty=1						Overlords Helm,noe	131		100																										rera,qty=1																																																										0
reroll Dark Abyss	1			100					2	Dark Abyss,noe	rera,qty=1						Dark Abyss,noe	131		100																										rera,qty=1																																																										0
reroll Aidan's Scar	1			100					2	Aidans Scar,noe	rera,qty=1						Aidans Scar,noe	131		100																										rera,qty=1																																																										0
reroll Hadriel's Hand	1			100					2	Hadriels Hand,noe	rera,qty=1						Hadriels Hand,noe	131		100																										rera,qty=1																																																										0
reroll The Third Eye	1			100					2	The Third Eye	rera,qty=1						The Third Eye			100																										rera,qty=1																																																										0
reroll unique jewel - Rainbow Facet	1			100					2	jew,uni	rera,qty=1						usetype,uni			100																										rera,qty=1																																																										0
reroll unique small charm - Annihilus	1			100					2	cm1,uni	rera,qty=1						usetype,uni	130		100																										rera,qty=1																																																										0
reroll unique large charm - Hellfire Torch	1			100					2	cm2,uni	rera,qty=1						usetype,uni	120		100																										rera,qty=1																																																										0
reroll unique grand charm - Gheed's Fortune	1			100					2	cm3,uni	rera,qty=1						usetype,uni			100																										rera,qty=1																																																										0
reroll eth set weapon	1			100					2	weap,set,eth	rera,qty=1						usetype,set,eth			100																										rera,qty=1																																																										0
reroll eth set armor	1			100					2	armo,set,eth	rera,qty=1						usetype,set,eth			100																										rera,qty=1																																																										0
reroll non-eth set weapon	1			100					2	weap,set,noe	rera,qty=1						usetype,set,noe			100																										rera,qty=1																																																										0
reroll non-eth set armor	1			100					2	armo,set,noe	rera,qty=1						usetype,set,noe			100																										rera,qty=1																																																										0
reroll set ring	0			100					2	rin,set	rera,qty=1						usetype,set			100																										rera,qty=1																																																										0
reroll set amulet	0			100					2	amu,set	rera,qty=1						usetype,set			100																										rera,qty=1																																																										0
reroll eth unique weapon	1			100					2	weap,uni,eth	rera,qty=1						usetype,uni,eth			100																										rera,qty=1																																																										0
reroll eth unique armor	1			100					2	armo,uni,eth	rera,qty=1						usetype,uni,eth			100																										rera,qty=1																																																										0
reroll non-eth unique weapon	1			100					2	weap,uni,noe	rera,qty=1						usetype,uni,noe			100																										rera,qty=1																																																										0
reroll non-eth unique armor	1			100					2	armo,uni,noe	rera,qty=1						usetype,uni,noe			100																										rera,qty=1																																																										0
reroll unique ring	0			100					2	rin,uni	rera,qty=1						usetype,uni			100																										rera,qty=1																																																										0
reroll unique amulet	0			100					2	amu,uni	rera,qty=1						usetype,uni			100																										rera,qty=1																																																										0
reroll eth rare weap	1			100					2	weap,rar,eth	rera,qty=1						usetype,rar,eth			100																										rera,qty=1																																																										0
reroll eth rare armor	1			100					2	armo,rar,eth	rera,qty=1						usetype,rar,eth			100																										rera,qty=1																																																										0
reroll non-eth rare weap	1			100					2	weap,rar,noe	rera,qty=1						usetype,rar,noe			100																										rera,qty=1																																																										0
reroll non-eth rare armor	1			100					2	armo,rar,noe	rera,qty=1						usetype,rar,noe			100																										rera,qty=1																																																										0
reroll rare ring	1			100					2	rin,rar	rera,qty=1						usetype,rar			100																										rera,qty=1																																																										0
reroll rare amulet	1			100					2	amu,rar	rera,qty=1						usetype,rar			100																										rera,qty=1																																																										0
reroll eth magic weap	1			100					2	weap,mag,eth	rera,qty=1						usetype,mag,eth			100																										rera,qty=1																																																										0
reroll eth magic armor	1			100					2	armo,mag,eth	rera,qty=1						usetype,mag,eth			100																										rera,qty=1																																																										0
reroll non-eth magic weap	1			100					2	weap,mag,noe	rera,qty=1						usetype,mag,noe			100																										rera,qty=1																																																										0
reroll non-eth magic armor	1			100					2	armo,mag,noe	rera,qty=1						usetype,mag,noe			100																										rera,qty=1																																																										0
reroll magic ring	1			100					2	rin,mag	rera,qty=1						usetype,mag			100																										rera,qty=1																																																										0
reroll magic amulet	1			100					2	amu,mag	rera,qty=1						usetype,mag			100																										rera,qty=1																																																										0
reroll eth superior weapon	1			100					2	weap,hiq,eth	rera,qty=1						usetype,hiq,eth			100																										rera,qty=1																																																										0
reroll eth superior armor	1			100					2	armo,hiq,eth	rera,qty=1						usetype,hiq,eth			100																										rera,qty=1																																																										0
